method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,train_dataset,train_complexity,train_entropy,train_seq_depth_med,train_seq_depth_IQR,train_cell_types,train_cell_type_max_pctg,train_sparsity,train_sample_num,train_gene_num,test_dataset,test_complexity,test_entropy,test_seq_depth_med,test_seq_depth_IQR,test_cell_types,test_cell_type_max_pctg,test_sparsity,test_sample_num,test_gene_num,sample_pctg,assigned
scmap_cluster...1,0.5413970221393242,0.6522594376965378,0.5702862416128426,0.09523809523809523,24,0.1324404761904762,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
scmap_cell...2,0.08526593263426846,0.3006667460121342,0.28357265926445707,0.6502976190476191,15,0.6502976190476191,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
chetah...3,0.39521578578655275,0.5760276187753364,0.4357065492813604,0.17708333333333334,24,0.17708333333333334,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
singlecellnet...4,0.866362341537122,0.8910159668882229,0.8749656139586699,0.001488095238095238,24,0.1324404761904762,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
garnett...5,0.018118436968424884,0.08954864498268994,0.2545528671668352,0.9017857142857143,2,0.9017857142857143,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
singleR...6,0.644080166915223,0.7211802338935989,0.6664115399914333,0,23,0.14285714285714285,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
cellassign...7,0.6161587934832892,0.7086590619144695,0.6443964593060553,0,23,0.14434523809523808,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,NA
scmap_cluster...8,0.6560846560846562,0.5007572258785458,0.9842509842514763,NA,NA,NA,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,TRUE
scmap_cell...9,1,1,1,NA,NA,NA,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,TRUE
chetah...10,0.4842590222677248,0.36730090631992657,0.9687580004789965,NA,NA,NA,TRUE,midbrain_human,0.9746471016787208,2.9581212481351518,0.27028825968972403,0.21517075418565357,23,0.125533731853117,0.8768247775843093,1171,19531,midbrain_human,0.9691375127596691,2.9591271131746284,0.28242281501203215,0.21966361169422965,23,0.125,0.8757893434369294,672,19531,0.4,TRUE
