method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,train_dataset,train_complexity,train_entropy,train_seq_depth_med,train_seq_depth_IQR,train_cell_types,train_cell_type_max_pctg,train_sparsity,train_sample_num,train_gene_num,test_dataset,test_complexity,test_entropy,test_seq_depth_med,test_seq_depth_IQR,test_cell_types,test_cell_type_max_pctg,test_sparsity,test_sample_num,test_gene_num,assigned
singlecellnet...11,0.9158139151610982,0.8502183355498886,0.9447480909506156,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,TRUE
garnett...12,0.5422572214371782,0.5698825724244349,0.6789157230881022,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,TRUE
singleR...13,0.8875511502236305,0.8042792077983919,0.9265765294405589,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,TRUE
cellassign...14,0.8295065566850656,0.7745816998942092,0.8932214566401285,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,TRUE
scmap_cluster...15,0.2301489213965843,0.40862631992623083,0.45282801105848053,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
scmap_cell...16,0.28966030118229685,0.3938575064812288,0.4968738125255058,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
chetah...17,0.28529870852195244,0.4403206751659024,0.4458230772846021,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
singlecellnet...18,0.8313056117592997,0.725059657904236,0.8756722774281686,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
garnett...19,0.10607013025288836,0.2863782028711637,0.3738639308023814,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
singleR...20,0.8092505952652082,0.7291949038049361,0.8567263989391298,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
cellassign...21,0.64248915081971,0.6302289733385293,0.7314042038485002,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8956152941874085,1.6408641369006336,0.0709545686574783,0.06049004594180705,8,0.4103177314656645,0.9659744575512698,2927,17631,GSE96583_8_Stim_Pats,0.8800787829132712,1.6536120995775543,0.07503828483920368,0.064885712665192,8,0.41740360806508664,0.9655308143876321,2827,17631,FALSE
scmap_cluster...22,0.11129237879680184,0.17440517060681135,0.5233233765397106,0.8830242510699001,7,0.8830242510699001,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
scmap_cell...23,0.11056506461009344,0.3013287991289319,0.42493482174292646,0.6722539229671898,9,0.6722539229671898,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
chetah...24,0.406961785902004,0.4723505138321383,0.5504783965377804,0.2888730385164051,9,0.3455777460770328,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
singlecellnet...25,0.7767793988234086,0.6827568745085355,0.8394531855428662,0,8,0.4743223965763195,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
garnett...26,0.1289375647210209,0.22493446684854015,0.3301186922531491,0.36554921540656204,9,0.36554921540656204,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
singleR...27,0.6889427846947838,0.6339939492319421,0.772378572053056,0,8,0.46504992867332384,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
cellassign...28,0.6682737931331699,0.6277462875757789,0.7671391642576335,0,8,0.5106990014265336,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,NA
scmap_cluster...29,0.787689301851545,0.7103696492329187,0.8789057086646017,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
scmap_cell...30,0.9110623628956441,0.8352350161521672,0.9514886664871639,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
chetah...31,0.8300880945717218,0.7292041160702867,0.903676785366964,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
singlecellnet...32,0.3134160090191657,0.3634129288895658,0.6540284876245467,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
garnett...33,0.1495172743772414,0.15884623260778458,0.44562761091090675,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
singleR...34,0.6649102464042814,0.5803030112663632,0.8070866154368195,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
cellassign...35,0.6286762012741722,0.6115870809134988,0.802128367383925,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,TRUE
scmap_cluster...36,0.07382333447581876,0.11799528069531622,0.5291919053439742,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
scmap_cell...37,0.07124001875050129,0.2542243625687525,0.42139771459627273,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
chetah...38,0.3850412433507304,0.4462271203907531,0.54337316318810025,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
singlecellnet...39,0.7827420184826056,0.6875197705952003,0.8467152704054479,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
garnett...40,0.11326734108387122,0.21326569672168189,0.33038457199566246,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
singleR...41,0.6851602307729446,0.6208051206310904,0.7748984088975074,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
cellassign...42,0.6578443697998935,0.6141251499978434,0.7656402869044785,NA,NA,NA,TRUE,GSE96583_8_Ctrl_Pats,0.8880979786349962,1.6408641369006336,0.07033066757415915,0.056406329760081676,8,0.4103177314656645,0.9665268358561148,2927,17631,GSE96583_batch1_3_samples,0.9111526360641372,1.6445917933215723,0.04591344790425954,0.025423969145255514,8,0.42831669044222537,0.9785843181965108,2804,17631,FALSE
scmap_cluster...43,0.47789919204875425,0.5236284560420505,0.6006860362510146,0.2719508028698326,9,0.33242227536727026,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
scmap_cell...44,0.4317093735121331,0.47758630206365527,0.5827825161181907,0.3652203621455415,8,0.3652203621455415,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
chetah...45,0.46935844511449637,0.4438973291310177,0.5927172970292963,0.2377861291424667,9,0.3495046122309532,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
singlecellnet...46,0.8001354136059016,0.7052865959455926,0.85104848709046,3.4164673727365904e-4,9,0.4332080628629997,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
garnett...47,0.1271333407368523,0.34369661883712127,0.35682142438330566,0.45917321489579777,8,0.45917321489579777,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
singleR...48,0.674390956963079,0.6129857208942064,0.7600023298521122,0,8,0.45917321489579777,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
cellassign...49,0.6886531038528473,0.6833375703887132,0.7667558602340828,0,8,0.3829859924837718,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,NA
scmap_cluster...50,0,0,0.9045340337332909,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
scmap_cell...51,0,0,0.7507571935295484,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
chetah...52,0,0,0.5559594491425692,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
singlecellnet...53,0,0,0.7507571935295484,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
garnett...54,1,NA,1,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
singleR...55,0,0,0.8201995322647244,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
cellassign...56,0,0,0.7507571935295484,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,TRUE
scmap_cluster...57,0.47737267376545833,0.5222971123204695,0.6009041124574737,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
scmap_cell...58,0.43124186739153464,0.4759731974220352,0.5832970932966898,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
chetah...59,0.47048666781093934,0.4454695435644347,0.5942046561956881,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
singlecellnet...60,0.8012547881496335,0.7059600397965053,0.8521334725309063,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
garnett...61,0.12569651546715702,0.3425824712705645,0.3566482037187379,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
singleR...62,0.6754610542064371,0.6133141908489187,0.7611556985731789,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
cellassign...63,0.6894414215019746,0.6825129380160427,0.7677569445206913,NA,NA,NA,TRUE,GSE96583_8_Stim_Pats,0.893843658390407,1.6536120995775543,0.07783046143171042,0.06464669827685904,8,0.41740360806508664,0.9646444442435405,2827,17294,GSE96583_8_Ctrl_Pats,0.9042582651198517,1.6408641369006336,0.07291546200994564,0.05938475771944027,8,0.4103177314656645,0.9655289228439817,2927,17294,FALSE
scmap_cluster...64,0.08095143825577351,0.23309331793590007,0.40656645037869493,0.6483594864479315,8,0.6483594864479315,TRUE,GSE96583_8_Stim_Pats,0.8905269355950052,1.6536120995775543,0.07858216722562739,0.06635249219382447,8,0.41740360806508664,0.9644770076124555,2827,17294,GSE96583_batch1_3_samples,0.9164430436532871,1.6449558843640575,0.04712617092633283,0.024921938244477852,8,0.42796005706134094,0.9782073990352628,2804,17294,NA
