method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,train_dataset,train_complexity,train_entropy,train_seq_depth_med,train_seq_depth_IQR,train_cell_types,train_cell_type_max_pctg,train_sparsity,train_sample_num,train_gene_num,test_dataset,test_complexity,test_entropy,test_seq_depth_med,test_seq_depth_IQR,test_cell_types,test_cell_type_max_pctg,test_sparsity,test_sample_num,test_gene_num,train_test_correlation,type_pctg,type_num,assigned
cellassign...35,0,0,0.576072661363179,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,TRUE
scmap_cluster...36,0.6069402159503199,0.5795677006710157,0.6516506743331695,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
scmap_cell...37,0.2570139049960603,0.40395931584212713,0.4453416501076279,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
chetah...38,0.5083401943867989,0.561719459823872,0.5628083538456498,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
singlecellnet...39,0.894073495370839,0.8741292394700346,0.9063144430091075,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
garnett...40,0,0,0.33584597989691156,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
singleR...41,0.6644372022405922,0.6405143026638689,0.7047670593815273,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
cellassign...42,0,0,0.33584597989691156,NA,NA,NA,TRUE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,FALSE
scmap_cluster...43,0.5443887732693719,0.6069828023425372,0.5764645755557777,0.10473186119873817,21,0.14826498422712933,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
scmap_cell...44,0.11433374177458322,0.35012550020203936,0.3064343893343464,0.6012618296529968,19,0.6012618296529968,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
chetah...45,0.4167946816064568,0.5503074298473176,0.45882560130075783,0.1722397476340694,21,0.1722397476340694,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
singlecellnet...46,0.8657182531463361,0.8749410143479687,0.8753084363778421,6.309148264984228e-4,21,0.14511041009463724,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
garnett...47,0,-3.1181387283368863e-16,0.2587089956959436,1,1,-Inf,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
singleR...48,0.635041712226867,0.6850250877476359,0.6602765930537462,0,20,0.14195583596214512,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
cellassign...49,0,-3.1181387283368863e-16,0.2587089956959436,1,1,-Inf,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
scmap_cluster...50,0.8999029554477282,0.8879897846506579,0.9255372534209524,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
scmap_cell...51,0.9025526106948455,0.889924138489422,0.9274837061564282,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
chetah...52,0.857475279728902,0.8218468415940093,0.8941536353003116,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
singlecellnet...53,0.9507131458171519,0.922188819049314,0.9635575841878463,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
garnett...54,0,0,0.5085207339517287,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
singleR...55,0.9117922775170446,0.8502637411254137,0.9346154677995778,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
cellassign...56,0,0,0.5085207339517287,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
scmap_cluster...57,0.5410550140766416,0.5940569318652547,0.575003966919801,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
scmap_cell...58,0.10726138777943875,0.322539521502931,0.3087194699841173,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
chetah...59,0.4110084777419095,0.5374549959942746,0.4556238294552718,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
singlecellnet...60,0.8664123871191088,0.871392841482598,0.8764505715010047,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
garnett...61,0,3.1572314440481037e-16,0.2654066973417122,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
singleR...62,0.6343476175287921,0.6770714963498705,0.6608350377068137,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
cellassign...63,0,3.1572314440481037e-16,0.2654066973417122,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
scmap_cluster...64,0.5443887732693719,0.6069828023425372,0.5764645755557777,0.10473186119873817,21,0.14826498422712933,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
