method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,quantile,assigned
scmap_cluster...1,0.0035256492608684103,0.014637433771015614,0.5417360462105608,0.987757957327737,4,0.987757957327737,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
scmap_cell...2,3.3889990669288005e-4,0.004535098758949587,0.5436812337930224,0.9951031829310948,4,0.9951031829310948,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
chetah...3,0.8386426393610273,0.7878806683349199,0.8858007316495384,0.08709338929695698,8,0.36306400839454356,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
singlecellnet...4,0.9017392105101528,0.8254120474644485,0.9317330673794666,0,7,0.43126967471143757,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
garnett...5,0.3921452479200319,0.40951123161375413,0.5451974605226884,0.24134312696747115,9,0.24134312696747115,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
singleR...6,0.7949701713791637,0.8223346137547027,0.8540099591176812,0,8,0.34207764952780695,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
cellassign...7,0.9371982717083841,0.9011094153144331,0.9557790677014114,0,8,0.41028331584470096,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,NA
scmap_cluster...8,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
scmap_cell...9,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
chetah...10,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
singlecellnet...11,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
garnett...12,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
singleR...13,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
cellassign...14,1,NA,1,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,TRUE
scmap_cluster...15,0.003548718468597804,0.014069621589132355,0.5421101273892136,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
scmap_cell...16,3.793312839640145e-4,0.003961465137240405,0.5440714402573754,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
chetah...17,0.8384276400300921,0.7877788047114316,0.8856442689300043,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
singlecellnet...18,0.9016191488292574,0.8253191804258261,0.9316485719788956,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
garnett...19,0.39159603939852294,0.40931037323478775,0.544742910797431,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
singleR...20,0.7946761156364348,0.822237355359072,0.8537937713621557,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
cellassign...21,0.9371156898734914,0.9010539941262266,0.9557196131155132,NA,NA,NA,TRUE,ADASD_AD,0.46169453491872053,1.421200440118457,0.014339117335267533,0.0021759750041845678,8,0.42147604057362714,0.9870347399782955,2859,17923,0.04,FALSE
scmap_cluster...22,0.9525227685102016,0.8561056766714716,0.9958720351259658,0.004953998584571833,3,0.9529370134465676,TRUE,ADASD_AD,0.8516189049931947,0.18213756651685886,0.7740054678346259,0.19599118451152153,3,0.9561217268223637,0.6790531043803446,2826,17923,0.96,NA
scmap_cell...23,0.9907373488193062,0.9654099147973615,0.9992284814750686,3.5385704175513094e-4,3,0.9568294409058741,TRUE,ADASD_AD,0.8516189049931947,0.18213756651685886,0.7740054678346259,0.19599118451152153,3,0.9561217268223637,0.6790531043803446,2826,17923,0.96,NA
chetah...24,0.7826312802929263,0.6205943144348283,0.9776390494628194,0.022292993630573247,3,0.935244161358811,TRUE,ADASD_AD,0.8516189049931947,0.18213756651685886,0.7740054678346259,0.19599118451152153,3,0.9561217268223637,0.6790531043803446,2826,17923,0.96,NA
singlecellnet...25,0.990808384426529,0.9634376994155657,0.9992279368279617,0.0010615711252653928,3,0.9561217268223637,TRUE,ADASD_AD,0.8516189049931947,0.18213756651685886,0.7740054678346259,0.19599118451152153,3,0.9561217268223637,0.6790531043803446,2826,17923,0.96,NA
garnett...26,0.0516108203231678,0.06671587171737504,0.6120924572712598,0.4953998584571833,3,0.4953998584571833,TRUE,ADASD_AD,0.8516189049931947,0.18213756651685886,0.7740054678346259,0.19599118451152153,3,0.9561217268223637,0.6790531043803446,2826,17923,0.96,NA
singleR...27,0.9864534461567109,0.9627847938474441,0.9988584347450205,0,2,0.9557678697806087,TRUE,ADASD_AD,0.8516189049931947,0.18213756651685886,0.7740054678346259,0.19599118451152153,3,0.9561217268223637,0.6790531043803446,2826,17923,0.96,NA
