method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,train_dataset,train_complexity,train_entropy,train_seq_depth_med,train_seq_depth_IQR,train_cell_types,train_cell_type_max_pctg,train_sparsity,train_sample_num,train_gene_num,test_dataset,test_complexity,test_entropy,test_seq_depth_med,test_seq_depth_IQR,test_cell_types,test_cell_type_max_pctg,test_sparsity,test_sample_num,test_gene_num,train_test_correlation,unknown_type,assigned
garnett...33,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,TRUE
singleR...34,0,0,0.9933109617167559,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,TRUE
cellassign...35,0,0,0.9933109617167559,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,TRUE
scmap_cluster...36,0.44166792041129893,0.5755274487772871,0.4777367055180914,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
scmap_cell...37,0.040532565551848934,0.23600051851889803,0.23299444234048616,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
chetah...38,0.21757997712034025,0.48313610553432673,0.2764305528566366,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
singlecellnet...39,0.7987617023895712,0.8402646486332682,0.8125877758689177,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
garnett...40,0.0030814562845242204,0.01916996015429425,0.23971296093994332,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
singleR...41,0.5490817308599536,0.6521079751682236,0.5774865957639609,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
cellassign...42,0.5436151837355514,0.6650617436120092,0.5729543530654092,NA,NA,NA,TRUE,midbrain_human,0.9684290976590609,2.9626430781326176,0.2723362859044596,0.21417234140597,24,0.12749349522983522,0.8770161590245285,1153,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hGaba,FALSE
scmap_cluster...43,0.531041658648717,0.6135778279978924,0.5617999300673912,0.09026548672566372,25,0.14749262536873156,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
scmap_cell...44,0.08990358132576146,0.30380143746631133,0.28213375954527004,0.6277286135693215,20,0.6277286135693215,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
chetah...45,0.311441751518112,0.5079827121314896,0.35918928527144744,0.19233038348082596,25,0.19233038348082596,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
singlecellnet...46,0.809402569749963,0.8558836782556469,0.8259630564321716,0,24,0.17227138643067846,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
garnett...47,0.010424490656782125,0.07344511138908226,0.24289889951455618,0.9162241887905604,2,0.9162241887905604,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
singleR...48,0.6396716132212846,0.68884161305903,0.6636452961994355,0,24,0.15103244837758112,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
cellassign...49,0.5547125778806128,0.6666159892593371,0.5968477840709866,0,25,0.18171091445427728,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,NA
scmap_cluster...50,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
scmap_cell...51,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
chetah...52,0,0,0.9096080535173499,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
singlecellnet...53,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
garnett...54,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
singleR...55,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
cellassign...56,1,NA,1,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,TRUE
scmap_cluster...57,0.4478615174803687,0.5868561083295443,0.48340233030153223,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
scmap_cell...58,0.05358746335612833,0.2557016287584285,0.24461190377114464,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
chetah...59,0.2417083077972054,0.4791715649698458,0.29535204673273574,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
singlecellnet...60,0.7713293999383037,0.8460517858363418,0.7914129887137488,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
garnett...61,9.759185586076058e-4,0.009237123451744173,0.23704466128644686,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
singleR...62,0.5712561536348868,0.6680726769513622,0.5989350885072464,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
cellassign...63,0.48057585612374076,0.6453838728860659,0.5290553073149811,NA,NA,NA,TRUE,midbrain_human,0.9672744712705894,2.9603958606098866,0.267779427576673,0.21565716041165328,24,0.12883435582822086,0.8772950043103234,1141,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9990104738497745,hRgl2b,FALSE
seurat...64,0.3520715153105543,0.48509509862133005,0.44260496854644327,NA,10,0.22418879056047197,FALSE,midbrain_human,0.9691468956157957,2.9745510893496885,0.2690338436331985,0.21276432338333928,24,0.1252129471890971,0.8774070086632032,1174,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9989877834898275,hOPC,NA
tscan...65,0.039806834980215075,0.12571964788464982,0.15102456131852252,NA,8,0.3215339233038348,FALSE,midbrain_human,0.9691468956157957,2.9745510893496885,0.2690338436331985,0.21276432338333928,24,0.1252129471890971,0.8774070086632032,1174,19531,midbrain_human,0.9715792854739576,3.0063400846510233,0.2700322564128821,0.21478674927039065,25,0.12389380530973451,0.8770232452485717,1695,19531,0.9989877834898275,hOPC,NA
