method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,quantile,assigned
singleR...20,0.845456811870131,0.8513544930206641,0.8760315741124666,NA,NA,NA,TRUE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,FALSE
cellassign...21,0.8121733703310582,0.8050966256536334,0.8490786531571545,NA,NA,NA,TRUE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,FALSE
scmap_cluster...22,0.906224120903815,0.8237101729644218,0.9372988217989495,0.004901960784313725,7,0.46568627450980393,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
scmap_cell...23,0.9225179670362541,0.8519157597778871,0.9482826331766276,0.0392156862745098,6,0.46568627450980393,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
chetah...24,0.8402501197075515,0.7250383213625411,0.8927216074733695,0.06372549019607843,7,0.4526143790849673,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
singlecellnet...25,0.953861905380728,0.9000490138907494,0.9694986762458466,0.011437908496732025,6,0.4918300653594771,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
garnett...26,0.30983277102270396,0.3576287890550921,0.5096017198332671,0.31209150326797386,6,0.31209150326797386,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
singleR...27,0.9458258686588509,0.8941762670926677,0.9640280110756908,0,6,0.48366013071895425,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
cellassign...28,0.9172904485231055,0.8363406182594899,0.9447478634199492,0,6,0.4722222222222222,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
scmap_cluster...29,0.9909453328331157,0.9620525592794893,0.9947589857901207,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
scmap_cell...30,0.9960091927030669,0.9758824141320901,0.9976987209939897,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
chetah...31,0.9709169181019096,0.9037199714539218,0.983113210420469,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
singlecellnet...32,0.9895577046014249,0.9608302782526029,0.9940033430786794,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
garnett...33,0.6038250463882742,0.5374293705360738,0.7542314431798914,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
singleR...34,0.9960091927030669,0.9758824141320901,0.9976987209939897,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
cellassign...35,0.9909453328331157,0.9620525592794893,0.9947589857901207,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
scmap_cluster...36,0.7575392154516177,0.7172416364536973,0.8178224744826276,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
scmap_cell...37,0.8052832019602978,0.7543750097114679,0.8540581106710375,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
chetah...38,0.5796664290764146,0.6145098287647525,0.6795936137904971,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
singlecellnet...39,0.8798118272877397,0.8275336614588769,0.9111471357302915,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
